CODMUN7,ano,Nome,CV_SCR2
1600808,2017,Vitória do Jari,7201
1700251,2017,Abreulândia,9117
1700301,2017,Aguiarnópolis,10000
1700350,2017,Aliança do Tocantins,7878
1700400,2017,Almas,5089
1700707,2017,Alvorada,15000
1701002,2017,Ananás,8451
1701051,2017,Angico,8125
1701101,2017,Aparecida do Rio Negro,8235
1701309,2017,Aragominas,12388
1701903,2017,Araguacema,7553
1702000,2017,Araguaçu,9677
1702109,2017,Araguaína,7504
1702158,2017,Araguanã,8620
1702208,2017,Araguatins,6936
1702307,2017,Arapoema,8958
1702406,2017,Arraias,6428
1702554,2017,Augustinópolis,9265
1702703,2017,Aurora do Tocantins,10263
1702901,2017,Axixá do Tocantins,8730
1703008,2017,Babaçulândia,6111
1703057,2017,Bandeirantes do Tocantins,12647
1703073,2017,Barra do Ouro,10000
1703107,2017,Barrolândia,8873
1703206,2017,Bernardo Sayão,8955
1703305,2017,Bom Jesus do Tocantins,6973
1703602,2017,Brasilândia do Tocantins,15384
1703701,2017,Brejinho de Nazaré,9000
1703800,2017,Buriti do Tocantins,7938
1703826,2017,Cachoeirinha,6250
1703842,2017,Campos Lindos,12297
1703867,2017,Cariri do Tocantins,7894
1703883,2017,Carmolândia,11250
1703891,2017,Carrasco Bonito,9687
1703909,2017,Caseara,11666
1704105,2017,Centenário,12692
1704600,2017,Chapada de Areia,18461
1705102,2017,Chapada da Natividade,6944
1705508,2017,Colinas do Tocantins,7192
1705557,2017,Combinado,17045
1705607,2017,Conceição do Tocantins,12307
1706001,2017,Couto Magalhães,10555
1706100,2017,Cristalândia,8658
1706258,2017,Crixás do Tocantins,8260
1706506,2017,Darcinópolis,10641
1707009,2017,Dianópolis,7411
1707108,2017,Divinópolis do Tocantins,10925
1707207,2017,Dois Irmãos do Tocantins,10281
1707306,2017,Dueré,9607
1707405,2017,Esperantina,7777
1707553,2017,Fátima,5937
1707652,2017,Figueirópolis,5915
1707702,2017,Filadélfia,7304
1708205,2017,Formoso do Araguaia,6705
1708254,2017,Fortaleza do Tabocão,9591
1708304,2017,Goianorte,16000
1709005,2017,Goiatins,7882
1709302,2017,Guaraí,7219
1709500,2017,Gurupi,7957
1709807,2017,Ipueiras,13333
1710508,2017,Itacajá,7355
1710706,2017,Itaguatins,7794
1710904,2017,Itapiratins,10392
1711100,2017,Itaporã do Tocantins,10789
1711506,2017,Jaú do Tocantins,7096
1711803,2017,Juarina,7250
1711902,2017,Lagoa da Confusão,9205
1711951,2017,Lagoa do Tocantins,9354
1712009,2017,Lajeado,11090
1712157,2017,Lavandeira,16315
1712405,2017,Lizarda,9756
1712454,2017,Luzinópolis,10400
1712504,2017,Marianópolis do Tocantins,5370
1712702,2017,Mateiros,9729
1712801,2017,Maurilândia do Tocantins,11600
1713205,2017,Miracema do Tocantins,7947
1713304,2017,Miranorte,9259
1713601,2017,Monte do Carmo,9047
1713700,2017,Monte Santo do Tocantins,8214
1713809,2017,Palmeiras do Tocantins,14024
1713957,2017,Muricilândia,6956
1714203,2017,Natividade,10172
1714302,2017,Nazaré,8085
1714880,2017,Nova Olinda,9039
1715002,2017,Nova Rosalândia,13170
1715101,2017,Novo Acordo,9411
1715150,2017,Novo Alegre,12105
1715259,2017,Novo Jardim,11176
1715507,2017,Oliveira de Fátima,5600
1715705,2017,Palmeirante,8437
1715754,2017,Palmeirópolis,11898
1716109,2017,Paraíso do Tocantins,8031
1716208,2017,Paranã,10555
1716307,2017,Pau D'Arco,11594
1716505,2017,Pedro Afonso,8995
1716604,2017,Peixe,6614
1716653,2017,Pequizeiro,8970
1716703,2017,Colméia,11287
1717008,2017,Pindorama do Tocantins,12619
1717206,2017,Piraquê,11875
1717503,2017,Pium,4222
1717800,2017,Ponte Alta do Bom Jesus,10701
1717909,2017,Ponte Alta do Tocantins,5120
1718006,2017,Porto Alegre do Tocantins,10000
1718204,2017,Porto Nacional,8038
1718303,2017,Praia Norte,6269
1718402,2017,Presidente Kennedy,7647
1718451,2017,Pugmil,8461
1718501,2017,Recursolândia,10588
1718550,2017,Riachinho,4393
1718659,2017,Rio da Conceição,16315
1718709,2017,Rio dos Bois,11388
1718758,2017,Rio Sono,9310
1718808,2017,Sampaio,9259
1718840,2017,Sandolândia,2093
1718865,2017,Santa Fé do Araguaia,9385
1718881,2017,Santa Maria do Tocantins,7948
1718899,2017,Santa Rita do Tocantins,14782
1718907,2017,Santa Rosa do Tocantins,8915
1719004,2017,Santa Tereza do Tocantins,11190
1720002,2017,Santa Terezinha do Tocantins,9714
1720101,2017,São Bento do Tocantins,7808
1720150,2017,São Félix do Tocantins,11428
1720200,2017,São Miguel do Tocantins,9578
1720259,2017,São Salvador do Tocantins,13333
1720309,2017,São Sebastião do Tocantins,7820
1720499,2017,São Valério,15777
1720655,2017,Silvanópolis,11388
1720804,2017,Sítio Novo do Tocantins,12183
1720853,2017,Sucupira,9696
1720903,2017,Taguatinga,7500
1720937,2017,Taipas do Tocantins,10769
1720978,2017,Talismã,13548.3870967742
1721000,2017,Palmas,7498.95876718034
1721109,2017,Tocantínia,11901
1721208,2017,Tocantinópolis,9582
1721257,2017,Tupirama,13181
1721307,2017,Tupiratins,8000
1722081,2017,Wanderlândia,9302.32558139535
1722107,2017,Xambioá,8994.41340782123
1100015,2018,Alta Floresta D'Oeste,9599
1100023,2018,Ariquemes,8536
1100031,2018,Cabixi,16119
1100049,2018,Cacoal,6926
1100056,2018,Cerejeiras,9638
1100064,2018,Colorado do Oeste,6975
1100072,2018,Corumbiara,12235
1100080,2018,Costa Marques,12536
1100098,2018,Espigão D'Oeste,8129
1100106,2018,Guajará-Mirim,6044
1100114,2018,Jaru,7449
1100122,2018,Ji-Paraná,8071
1100130,2018,Machadinho D'Oeste,9574
1100148,2018,Nova Brasilândia D'Oeste,7813
1100155,2018,Ouro Preto do Oeste,6696
1100189,2018,Pimenta Bueno,8399
1100205,2018,Porto Velho,7141
1100254,2018,Presidente Médici,10288
1100262,2018,Rio Crespo,9796
1100288,2018,Rolim de Moura,6754
1100296,2018,Santa Luzia D'Oeste,7297
1100304,2018,Vilhena,8184
1100320,2018,São Miguel do Guaporé,8142
1100338,2018,Nova Mamoré,5669
1100346,2018,Alvorada D'Oeste,9886
1100379,2018,Alto Alegre dos Parecis,9412
1100403,2018,Alto Paraíso,6582
1100452,2018,Buritis,10743
1100502,2018,Novo Horizonte do Oeste,7253
1100601,2018,Cacaulândia,7465
1100700,2018,Campo Novo de Rondônia,3237
1100809,2018,Candeias do Jamari,4416
1100908,2018,Castanheiras,10769
1100924,2018,Chupinguaia,5030
1100940,2018,Cujubim,17536
1101005,2018,Governador Jorge Teixeira,11574
1101104,2018,Itapuã do Oeste,6882
1101203,2018,Ministro Andreazza,11700
1101302,2018,Mirante da Serra,2468
1101401,2018,Monte Negro,7677
1101435,2018,Nova União,5638
1101450,2018,Parecis,12041
1101468,2018,Pimenteiras do Oeste,6923
1101476,2018,Primavera de Rondônia,10164
1101484,2018,São Felipe D'Oeste,9459
1101492,2018,São Francisco do Guaporé,10243
1101500,2018,Seringueiras,9677
1101559,2018,Teixeirópolis,9649
1101609,2018,Theobroma,5804
1101708,2018,Urupá,10403
1101757,2018,Vale do Anari,11860
1101807,2018,Vale do Paraíso,12785
1200013,2018,Acrelândia,7312
1200054,2018,Assis Brasil,5163
1200104,2018,Brasiléia,7089
1200138,2018,Bujari,2426
1200179,2018,Capixaba,6192
1200203,2018,Cruzeiro do Sul,5147
1200252,2018,Epitaciolândia,4271
1200302,2018,Feijó,5915
1200328,2018,Jordão,10038
1200336,2018,Mâncio Lima,6056
1200344,2018,Manoel Urbano,5787
1200351,2018,Marechal Thaumaturgo,11485
1200385,2018,Plácido de Castro,8642
1200393,2018,Porto Walter,6871
1200401,2018,Rio Branco,7593
1200427,2018,Rodrigues Alves,3148
1200435,2018,Santa Rosa do Purus,7047
1200450,2018,Senador Guiomard,6718
1200500,2018,Sena Madureira,6957
1200609,2018,Tarauacá,7532
1200708,2018,Xapuri,10132
1200807,2018,Porto Acre,6948
1300029,2018,Alvarães,6990
1300060,2018,Amaturá,9885
1300086,2018,Anamã,8505
1300102,2018,Anori,14405
1300144,2018,Apuí,11126
1300201,2018,Atalaia do Norte,9297
1300300,2018,Autazes,6976
1300409,2018,Barcelos,5196
1300508,2018,Barreirinha,8716
1300607,2018,Benjamin Constant,10412
1300631,2018,Beruri,7939
1300680,2018,Boa Vista do Ramos,10063
1300706,2018,Boca do Acre,5382
1300805,2018,Borba,8817
1300839,2018,Caapiranga,6256
1300904,2018,Canutama,9032
1301001,2018,Carauari,7431
1301100,2018,Careiro,10455
1301159,2018,Careiro da Várzea,7881
1301209,2018,Coari,6931
1301308,2018,Codajás,8825
1301407,2018,Eirunepé,7072
1301506,2018,Envira,7716
1301605,2018,Fonte Boa,6164
1301654,2018,Guajará,6056
1301704,2018,Humaitá,9645
1301803,2018,Ipixuna,5919
1301852,2018,Iranduba,9691
1301902,2018,Itacoatiara,7527
1301951,2018,Itamarati,5083
1302009,2018,Itapiranga,11656
1302108,2018,Japurá,6667
1302207,2018,Juruá,6653
1302306,2018,Jutaí,6096
1302405,2018,Lábrea,8112
1302504,2018,Manacapuru,6707
1302553,2018,Manaquiri,6993
1302603,2018,Manaus,7574
1302702,2018,Manicoré,4143
1302801,2018,Maraã,8220
1302900,2018,Maués,5658
1303007,2018,Nhamundá,9091
1303106,2018,Nova Olinda do Norte,7457
1303205,2018,Novo Airão,7409
1303304,2018,Novo Aripuanã,4353
1303403,2018,Parintins,8531
1303502,2018,Pauini,4899
1303536,2018,Presidente Figueiredo,9479
1303569,2018,Rio Preto da Eva,7333
1303601,2018,Santa Isabel do Rio Negro,9834
1303700,2018,Santo Antônio do Içá,9354
1303809,2018,São Gabriel da Cachoeira,9343
1303908,2018,São Paulo de Olivença,7768
1303957,2018,São Sebastião do Uatumã,6683
1304005,2018,Silves,9262
1304062,2018,Tabatinga,9314
1304104,2018,Tapauá,8244
1304203,2018,Tefé,10104
1304237,2018,Tonantins,6984
1304260,2018,Uarini,2691
1304302,2018,Urucará,10487
1304401,2018,Urucurituba,9903
1400027,2018,Amajari,6000
1400050,2018,Alto Alegre,7185
1400100,2018,Boa Vista,8370
1400159,2018,Bonfim,15836
1400175,2018,Cantá,3516
1400209,2018,Caracaraí,8586
1400233,2018,Caroebe,19611
1400282,2018,Iracema,9803
1400308,2018,Mucajaí,8257
1400407,2018,Normandia,8543
1400456,2018,Pacaraima,10466
1400472,2018,Rorainópolis,7061
1400506,2018,São João da Baliza,3471
1400605,2018,São Luiz,9048
1400704,2018,Uiramutã,10401
1500107,2018,Abaetetuba,5401
1500131,2018,Abel Figueiredo,9420
1500206,2018,Acará,5287
1500305,2018,Afuá,3057
1500347,2018,Água Azul do Norte,1651
1500404,2018,Alenquer,6307
1500503,2018,Almeirim,8634
1500602,2018,Altamira,7035
1500701,2018,Anajás,5599
1500800,2018,Ananindeua,4133
1500859,2018,Anapu,7159
1500909,2018,Augusto Corrêa,5658
1500958,2018,Aurora do Pará,7179
1501006,2018,Aveiro,8854
1501105,2018,Bagre,4226
1501204,2018,Baião,7520
1501253,2018,Bannach,10408
1501303,2018,Barcarena,6534
1501402,2018,Belém,5803
1501451,2018,Belterra,7331
1501501,2018,Benevides,5496
1501576,2018,Bom Jesus do Tocantins,10545
1501600,2018,Bonito,5754
1501709,2018,Bragança,5017
1501725,2018,Brasil Novo,7970
1501758,2018,Brejo Grande do Araguaia,10652
1501782,2018,Breu Branco,4713
1501808,2018,Breves,2187
1501907,2018,Bujaru,8672
1501956,2018,Cachoeira do Piriá,2987
1502004,2018,Cachoeira do Arari,9514
1502103,2018,Cametá,7031
1502152,2018,Canaã dos Carajás,6546
1502202,2018,Capanema,6545
1502301,2018,Capitão Poço,6658
1502400,2018,Castanhal,7113
1502509,2018,Chaves,4865
1502608,2018,Colares,7840
1502707,2018,Conceição do Araguaia,5072
1502756,2018,Concórdia do Pará,8720
1502764,2018,Cumaru do Norte,2454
1502772,2018,Curionópolis,8246
1502806,2018,Curralinho,4834
1502855,2018,Curuá,13069
1502905,2018,Curuçá,7190
1502939,2018,Dom Eliseu,7423
1502954,2018,Eldorado do Carajás,4877
1503002,2018,Faro,7651
1503044,2018,Floresta do Araguaia,6766
1503077,2018,Garrafão do Norte,7279
1503093,2018,Goianésia do Pará,4007
1503101,2018,Gurupá,6537
1503200,2018,Igarapé-Açu,8036
1503309,2018,Igarapé-Miri,4835
1503408,2018,Inhangapi,2632
1503457,2018,Ipixuna do Pará,5601
1503507,2018,Irituia,8261
1503606,2018,Itaituba,5062
1503705,2018,Itupiranga,3808
1503754,2018,Jacareacanga,3667
1503804,2018,Jacundá,7466
1503903,2018,Juruti,8198
1504000,2018,Limoeiro do Ajuru,7778
1504059,2018,Mãe do Rio,8248
1504109,2018,Magalhães Barata,12135
1504208,2018,Marabá,5859
1504307,2018,Maracanã,5843
1504406,2018,Marapanim,3789
1504422,2018,Marituba,6020
1504455,2018,Medicilândia,8870
1504505,2018,Melgaço,2663
1504604,2018,Mocajuba,5979
1504703,2018,Moju,3990
1504802,2018,Monte Alegre,9518
1504901,2018,Muaná,5714
1504950,2018,Nova Esperança do Piriá,9026
1504976,2018,Nova Ipixuna,7418
1505007,2018,Nova Timboteua,9557
1505031,2018,Novo Progresso,7705
1505064,2018,Novo Repartimento,6345
1505106,2018,Óbidos,7110
1505205,2018,Oeiras do Pará,6074
1505304,2018,Oriximiná,6839
1505403,2018,Ourém,8261
1505437,2018,Ourilândia do Norte,6474
1505486,2018,Pacajá,5745
1505494,2018,Palestina do Pará,8542
1505502,2018,Paragominas,6861
1505536,2018,Parauapebas,5019
1505551,2018,Pau D'Arco,5351
1505601,2018,Peixe-Boi,7027
1505635,2018,Piçarra,8136
1505650,2018,Placas,6228
1505700,2018,Ponta de Pedras,4357
1505809,2018,Portel,2231
1505908,2018,Porto de Moz,5405
1506005,2018,Prainha,5619
1506104,2018,Primavera,9461
1506112,2018,Quatipuru,5210
1506138,2018,Redenção,4384
1506161,2018,Rio Maria,6245
1506187,2018,Rondon do Pará,6256
1506195,2018,Rurópolis,9378
1506203,2018,Salinópolis,8203
1506302,2018,Salvaterra,6935
1506351,2018,Santa Bárbara do Pará,5484
1506401,2018,Santa Cruz do Arari,5747
1506500,2018,Santa Izabel do Pará,7254
1506559,2018,Santa Luzia do Pará,6140
1506583,2018,Santa Maria das Barreiras,5468
1506609,2018,Santa Maria do Pará,5379
1506708,2018,Santana do Araguaia,5107
1506807,2018,Santarém,4799
1506906,2018,Santarém Novo,6571
1507003,2018,Santo Antônio do Tauá,7996
1507102,2018,São Caetano de Odivelas,10284
1507151,2018,São Domingos do Araguaia,6283
1507201,2018,São Domingos do Capim,7881
1507300,2018,São Félix do Xingu,5777
1507409,2018,São Francisco do Pará,8308
1507458,2018,São Geraldo do Araguaia,3849
1507466,2018,São João da Ponta,6437
1507474,2018,São João de Pirabas,3934
1507508,2018,São João do Araguaia,5385
1507607,2018,São Miguel do Guamá,7392
1507706,2018,São Sebastião da Boa Vista,10410
1507755,2018,Sapucaia,8404
1507805,2018,Senador José Porfírio,6143
1507904,2018,Soure,3505
1507953,2018,Tailândia,7135
1507961,2018,Terra Alta,5347
1507979,2018,Terra Santa,7429
1508001,2018,Tomé-Açu,7512
1508035,2018,Tracuateua,4791
1508050,2018,Trairão,11564
1508084,2018,Tucumã,6802
1508100,2018,Tucuruí,6718
1508126,2018,Ulianópolis,5906
1508159,2018,Uruará,6626
1508209,2018,Vigia,7905
1508308,2018,Viseu,3529
1508357,2018,Vitória do Xingu,5788
1508407,2018,Xinguara,8380
1600055,2018,Serra do Navio,10862
1600105,2018,Amapá,7305
1600154,2018,Pedra Branca do Amapari,6241
1600204,2018,Calçoene,7321
1600212,2018,Cutias,9902
1600238,2018,Ferreira Gomes,6380
1600253,2018,Itaubal,3500
1600279,2018,Laranjal do Jari,5540
1600303,2018,Macapá,6728
1600402,2018,Mazagão,3781
1600501,2018,Oiapoque,6648
1600535,2018,Porto Grande,6624
1600550,2018,Pracuúba,6410
1600600,2018,Santana,7580
1600709,2018,Tartarugalzinho,7584
1600808,2018,Vitória do Jari,6667
1700251,2018,Abreulândia,9615
1700301,2018,Aguiarnópolis,8684
1700350,2018,Aliança do Tocantins,8817
1700400,2018,Almas,6772
1700707,2018,Alvorada,11743
1701002,2018,Ananás,10675
1701051,2018,Angico,7674
1701101,2018,Aparecida do Rio Negro,8228
1701309,2018,Aragominas,10882
1701903,2018,Araguacema,6036
1702000,2018,Araguaçu,12043
1702109,2018,Araguaína,7904
1702158,2018,Araguanã,7629
1702208,2018,Araguatins,6726
1702307,2018,Arapoema,8627
1702406,2018,Arraias,7456
1702554,2018,Augustinópolis,7582
1702703,2018,Aurora do Tocantins,10488
1702901,2018,Axixá do Tocantins,9869
1703008,2018,Babaçulândia,5234
1703057,2018,Bandeirantes do Tocantins,10217
1703073,2018,Barra do Ouro,5269
1703107,2018,Barrolândia,13333
1703206,2018,Bernardo Sayão,12881
1703305,2018,Bom Jesus do Tocantins,7308
1703602,2018,Brasilândia do Tocantins,12273
1703701,2018,Brejinho de Nazaré,7692
1703800,2018,Buriti do Tocantins,10274
1703826,2018,Cachoeirinha,9310
1703842,2018,Campos Lindos,7986
1703867,2018,Cariri do Tocantins,13077
1703883,2018,Carmolândia,8667
1703891,2018,Carrasco Bonito,7067
1703909,2018,Caseara,7500
1704105,2018,Centenário,11600
1704600,2018,Chapada de Areia,6500
1705102,2018,Chapada da Natividade,9730
1705508,2018,Colinas do Tocantins,8418
1705557,2018,Combinado,8841
1705607,2018,Conceição do Tocantins,11429
1706001,2018,Couto Magalhães,7250
1706100,2018,Cristalândia,9216
1706258,2018,Crixás do Tocantins,5000
1706506,2018,Darcinópolis,3000
1707009,2018,Dianópolis,7134
1707108,2018,Divinópolis do Tocantins,8333
1707207,2018,Dois Irmãos do Tocantins,7627
1707306,2018,Dueré,6140
1707405,2018,Esperantina,6623
1707553,2018,Fátima,6324
1707652,2018,Figueirópolis,921
1707702,2018,Filadélfia,8491
1708205,2018,Formoso do Araguaia,5918
1708254,2018,Fortaleza do Tabocão,11250
1708304,2018,Goianorte,5588
1709005,2018,Goiatins,8361
1709302,2018,Guaraí,6150
1709500,2018,Gurupi,7784
1709807,2018,Ipueiras,8500
1710508,2018,Itacajá,8623
1710706,2018,Itaguatins,6571
1710904,2018,Itapiratins,9048
1711100,2018,Itaporã do Tocantins,8158
1711506,2018,Jaú do Tocantins,8929
1711803,2018,Juarina,8333
1711902,2018,Lagoa da Confusão,7941
1711951,2018,Lagoa do Tocantins,11702
1712009,2018,Lajeado,6066
1712157,2018,Lavandeira,13000
1712405,2018,Lizarda,10455
1712454,2018,Luzinópolis,13235
1712504,2018,Marianópolis do Tocantins,7385
1712702,2018,Mateiros,8421
1712801,2018,Maurilândia do Tocantins,7381
1713205,2018,Miracema do Tocantins,8723
1713304,2018,Miranorte,8957
1713601,2018,Monte do Carmo,6992
1713700,2018,Monte Santo do Tocantins,9167
1713809,2018,Palmeiras do Tocantins,7632
1713957,2018,Muricilândia,4138
1714203,2018,Natividade,11376
1714302,2018,Nazaré,8714
1714880,2018,Nova Olinda,8624
1715002,2018,Nova Rosalândia,10189
1715101,2018,Novo Acordo,8333
1715150,2018,Novo Alegre,8333
1715259,2018,Novo Jardim,7353
1715507,2018,Oliveira de Fátima,10000
1715705,2018,Palmeirante,8429
1715754,2018,Palmeirópolis,13521
1716109,2018,Paraíso do Tocantins,6686
1716208,2018,Paranã,9790
1716307,2018,Pau D'Arco,10000
1716505,2018,Pedro Afonso,6105
1716604,2018,Peixe,7120
1716653,2018,Pequizeiro,8772
1716703,2018,Colméia,9712
1717008,2018,Pindorama do Tocantins,9123
1717206,2018,Piraquê,4681
1717503,2018,Pium,8261
1717800,2018,Ponte Alta do Bom Jesus,10000
1717909,2018,Ponte Alta do Tocantins,8087
1718006,2018,Porto Alegre do Tocantins,11316
1718204,2018,Porto Nacional,7090
1718303,2018,Praia Norte,7048
1718402,2018,Presidente Kennedy,9756
1718451,2018,Pugmil,13125
1718501,2018,Recursolândia,1132
1718550,2018,Riachinho,12373
1718659,2018,Rio da Conceição,7105
1718709,2018,Rio dos Bois,9762
1718758,2018,Rio Sono,8060
1718808,2018,Sampaio,8590
1718840,2018,Sandolândia,7692
1718865,2018,Santa Fé do Araguaia,9200
1718881,2018,Santa Maria do Tocantins,9756
1718899,2018,Santa Rita do Tocantins,10000
1718907,2018,Santa Rosa do Tocantins,7000
1719004,2018,Santa Tereza do Tocantins,3175
1720002,2018,Santa Terezinha do Tocantins,8750
1720101,2018,São Bento do Tocantins,8378
1720150,2018,São Félix do Tocantins,12000
1720200,2018,São Miguel do Tocantins,9345
1720259,2018,São Salvador do Tocantins,8333
1720309,2018,São Sebastião do Tocantins,10000
1720499,2018,São Valério,7500
1720655,2018,Silvanópolis,9146
1720804,2018,Sítio Novo do Tocantins,12612
1720853,2018,Sucupira,7619
1720903,2018,Taguatinga,6535
1720937,2018,Taipas do Tocantins,3750
1720978,2018,Talismã,11429
1721000,2018,Palmas,6667
1721109,2018,Tocantínia,10159
1721208,2018,Tocantinópolis,8770
1721257,2018,Tupirama,10417
1721307,2018,Tupiratins,5714
1722081,2018,Wanderlândia,5969
1722107,2018,Xambioá,6444
